ID,open_month,end_month,window,STATUS
5018272,-27,0,27,Paid
5018273,-12,0,12,No Loan
5018274,-12,0,12,No Loan
5018275,-15,0,15,Paid
5018276,-14,0,14,Paid
5018277,-30,0,30,Paid
5018278,-29,0,29,No Loan
5018279,-15,0,15,No Loan
5018280,-35,0,35,No Loan
5018281,-38,0,38,Paid
5018282,-47,0,47,No Loan
5018283,-13,0,13,No Loan
5018284,-10,0,10,Paid
5018285,-11,0,11,Paid
5018286,-13,0,13,Paid
5018287,-14,0,14,Paid
5018288,-28,0,28,Paid
5018289,-31,0,31,Paid
5018290,-49,0,49,Paid
5018292,-45,0,45,No Loan
5018293,-45,0,45,No Loan
5018294,-49,0,49,No Loan
5018295,-45,0,45,No Loan
5018296,-42,0,42,Paid
5018297,-7,0,7,No Loan
5018298,-10,0,10,Paid
5018299,-58,0,58,No Loan
5018300,-31,0,31,No Loan
5018301,-45,0,45,No Loan
5018302,-39,0,39,Paid
5018303,-39,0,39,No Loan
5018306,-42,0,42,Paid
5018307,-55,0,55,Paid
5018311,-15,0,15,No Loan
5018312,-34,0,34,Paid
5018314,-33,0,33,Paid
5018315,-4,0,4,Paid
5018316,-14,0,14,Paid
5018317,-20,0,20,No Loan
5018318,-37,0,37,Paid
5018319,-27,0,27,No Loan
5018320,-38,0,38,Paid
5018321,-7,0,7,Paid
5018322,-22,0,22,Paid
5018323,-47,0,47,Paid
5018325,-9,0,9,Paid
5018326,-21,0,21,Paid
5018330,-51,0,51,No Loan
5018333,-55,0,55,No Loan
5018334,-43,0,43,No Loan
5018335,-8,0,8,Paid
5018336,-12,0,12,No Loan
5018337,-25,0,25,No Loan
5018338,-6,0,6,Paid
5018339,-2,0,2,Paid
5018340,-2,0,2,No Loan
5018341,-11,0,11,Paid
5018342,-11,0,11,Paid
5018343,-12,0,12,Paid
5018344,-15,0,15,Paid
5018345,-16,0,16,Closed
5018346,-21,0,21,Paid
5018347,-27,0,27,Paid
5018348,-39,0,39,Paid
5018349,-27,0,27,Paid
5018351,-44,0,44,No Loan
5018352,-57,0,57,Paid
5018353,-16,0,16,No Loan
5018354,-30,0,30,Paid
5018355,-20,0,20,Paid
5018356,-20,0,20,Paid
5018357,-33,0,33,Paid
5018358,-31,0,31,Paid
5018359,-42,0,42,No Loan
5018360,-42,0,42,No Loan
5018361,-9,0,9,Paid
5018362,-17,0,17,Paid
5018363,-21,0,21,No Loan
5018364,-21,0,21,Paid
5018365,-47,0,47,Paid
5018368,-7,0,7,Paid
5018369,-8,0,8,No Loan
5018370,-10,0,10,Paid
5018371,-4,0,4,No Loan
5018372,-14,0,14,Paid
5018373,-17,0,17,No Loan
5018374,-18,0,18,Paid
5018375,-47,0,47,Paid
5018376,-16,0,16,Paid
5018377,-16,0,16,No Loan
5018378,-7,0,7,Paid
5018379,-14,0,14,Paid
5018380,-22,0,22,Paid
5018381,-33,0,33,No Loan
5018382,-46,-1,45,No Loan
5018383,-31,0,31,Paid
5018384,-48,0,48,No Loan
5018385,-35,0,35,No Loan
5018386,-34,0,34,Paid
5018387,-32,0,32,Closed
5018388,-32,0,32,No Loan
5018389,-31,0,31,Closed
5018390,-30,0,30,Closed
5018391,-30,0,30,Paid
5018392,-29,0,29,Closed
5018393,-27,0,27,Closed
5018394,-27,0,27,No Loan
5018395,-26,0,26,No Loan
5018396,-29,0,29,Paid
5018397,-21,0,21,Closed
5018398,-21,0,21,No Loan
5018399,-19,0,19,Closed
5018400,-18,0,18,Closed
5018401,-17,0,17,Closed
5018402,-13,0,13,Closed
5018403,-12,0,12,No Loan
5018404,-8,0,8,Closed
5018406,-19,0,19,Paid
5018407,-19,0,19,Paid
5018408,-23,0,23,Paid
5018409,-24,0,24,Paid
5018412,-7,0,7,Paid
5018413,-35,0,35,Paid
5018414,-37,0,37,Paid
5018415,-8,0,8,Paid
5018417,-7,0,7,Paid
5018418,-3,0,3,No Loan
5018419,-49,-35,14,Paid
5018420,-14,0,14,Paid
5018421,-14,0,14,Paid
5018422,-15,0,15,No Loan
5018423,-30,-3,27,Paid
5018424,-27,-12,15,Paid
5018425,-1,0,1,Paid
5018426,-4,0,4,No Loan
5018428,-18,0,18,No Loan
5018429,-27,0,27,No Loan
5018430,-25,0,25,Paid
5018431,-7,0,7,Paid
5018432,-13,0,13,Paid
5018433,-53,-22,31,Paid
5018439,-47,0,47,No Loan
5018440,-41,0,41,No Loan
5018442,-25,0,25,No Loan
5018443,-2,0,2,Paid
5018444,-8,0,8,Paid
5018445,-8,0,8,No Loan
5018446,-19,0,19,Paid
5018447,-30,-22,8,No Loan
5018448,-14,0,14,Paid
5018450,-35,-8,27,Paid
5018451,-32,0,32,Paid
5018452,-27,0,27,Paid
5018453,-30,-29,1,Closed
5018455,-3,0,3,No Loan
5018457,-3,-1,2,Closed
5018458,-2,0,2,No Loan
5018459,-1,0,1,No Loan
5018460,-2,-1,1,Closed
5018461,-36,-18,18,No Loan
5018462,-18,0,18,Paid
5018464,-42,-33,9,No Loan
5018465,-16,0,16,No Loan
5018466,-9,0,9,No Loan
5018467,-16,0,16,Paid
5018469,-14,0,14,No Loan
5018470,-9,0,9,Paid
5018471,-9,0,9,No Loan
5018472,-2,0,2,No Loan
5018477,-45,0,45,No Loan
5018478,-23,0,23,Paid
5018479,-22,0,22,No Loan
5018480,-21,0,21,Paid
5018481,-53,-21,32,Paid
5018482,-46,0,46,Paid
5018483,-41,0,41,Paid
5018484,-20,0,20,Paid
5018485,-56,-15,41,Paid
5018486,-32,0,32,Paid
5018487,-25,0,25,Paid
5018488,-10,0,10,Paid
5018492,-53,0,53,Paid
5018493,-13,0,13,Paid
5018495,-20,-7,13,Paid
5018496,-38,-23,15,Paid
5018498,-54,0,54,Paid
5018500,-36,-28,8,Paid
5018501,-34,0,34,Paid
5018502,-2,0,2,Paid
5018503,-55,0,55,Paid
5018504,-39,0,39,No Loan
5018505,-50,0,50,Paid
5018506,-11,0,11,Paid
5021187,-41,-35,6,No Loan
5021188,-5,0,5,Paid
5021189,-31,0,31,Paid
5021190,-41,0,41,Paid
5021191,-25,-16,9,Paid
5021192,-19,-6,13,Paid
5021193,-27,0,27,No Loan
5021194,-43,0,43,Paid
5021195,-4,0,4,Paid
5021196,-51,-7,44,No Loan
5021197,-14,0,14,No Loan
5021201,-5,0,5,No Loan
5021202,-27,-22,5,No Loan
5021203,-10,0,10,No Loan
5021204,-14,0,14,No Loan
5021205,-27,0,27,No Loan
5021207,-33,-12,21,Paid
5021208,-26,-16,10,Paid
5021209,-51,-41,10,Paid
5021210,-9,0,9,Paid
5021211,-35,0,35,Paid
5021212,-10,0,10,Paid
5021213,-36,0,36,No Loan
5021214,-10,0,10,No Loan
5021217,-10,0,10,No Loan
5021218,-35,0,35,Paid
5021219,-13,0,13,Paid
5021220,-12,0,12,Paid
5021221,-23,0,23,Paid
5021222,-12,0,12,Paid
5021223,-30,-17,13,No Loan
5021224,-26,0,26,No Loan
5021225,-26,-14,12,No Loan
5021226,-15,0,15,No Loan
5021227,-26,-13,13,No Loan
5021228,-43,-5,38,Paid
5021229,-5,0,5,Paid
5021231,-52,-18,34,No Loan
5021232,-43,0,43,Paid
5021234,-29,-1,28,No Loan
5021235,-6,0,6,Paid
5021236,-8,0,8,Paid
5021237,-41,-34,7,Paid
5021238,-27,-20,7,Paid
5021239,-27,-20,7,Paid
5021240,-41,-34,7,Paid
5021241,-44,-37,7,Paid
5021242,-3,0,3,Paid
5021243,-13,-6,7,Paid
5021244,-52,-45,7,Paid
5021247,-4,0,4,Paid
5021248,-3,0,3,Paid
5021250,-38,-3,35,No Loan
5021251,-58,-10,48,No Loan
5021253,-48,0,48,No Loan
5021254,-48,-13,35,No Loan
5021255,-54,-45,9,No Loan
5021256,-8,0,8,Paid
5021257,-3,0,3,Paid
5021258,-6,0,6,No Loan
5021259,-6,0,6,Paid
5021260,-55,-48,7,Paid
5021261,-5,0,5,No Loan
5021263,-9,0,9,Paid
5021264,-32,0,32,Paid
5021265,-52,-19,33,Paid
5021266,-53,0,53,No Loan
5021267,-55,0,55,Paid
5021270,-24,0,24,No Loan
5021271,-46,0,46,Paid
5021272,-53,0,53,No Loan
5021273,-43,0,43,Paid
5021274,-43,0,43,Paid
5021276,-46,0,46,Paid
5021277,-25,0,25,Paid
5021278,-17,0,17,Paid
5021279,-6,0,6,Paid
5021280,-29,0,29,Paid
5021281,-43,0,43,Paid
5021283,-56,0,56,Paid
5021284,-28,0,28,Paid
5021287,-12,0,12,Paid
5021288,-20,0,20,Paid
5021291,-4,0,4,No Loan
5021292,-7,0,7,No Loan
5021293,-10,-2,8,Paid
5021294,-28,-17,11,No Loan
5021295,-27,-16,11,No Loan
5021296,-5,0,5,Paid
5021298,-36,0,36,No Loan
5021299,-6,0,6,No Loan
5021301,-14,0,14,No Loan
5021302,-14,0,14,No Loan
5021303,-14,0,14,Paid
5021305,-2,0,2,No Loan
5021306,-2,0,2,No Loan
5021307,-2,0,2,Closed
5021308,-3,0,3,Paid
5021309,-3,0,3,Paid
5021310,-40,0,40,Paid
5021312,-1,0,1,No Loan
5021314,-34,0,34,Paid
5021315,-2,0,2,Closed
5021316,-2,0,2,No Loan
5021317,-2,0,2,Paid
5021318,-1,0,1,No Loan
5021319,-13,0,13,Paid
5021320,-1,0,1,Paid
5021321,-1,0,1,No Loan
5021322,-13,-11,2,Paid
5021323,-25,0,25,No Loan
5021324,-32,0,32,Paid
5021328,-51,-22,29,No Loan
5021329,-55,-12,43,Paid
5021330,-18,0,18,Paid
5021331,-19,-8,11,No Loan
5021332,-11,0,11,No Loan
5021334,-48,-19,29,No Loan
5021335,-44,-33,11,No Loan
5021336,-41,0,41,No Loan
5021337,-29,0,29,No Loan
5021338,-43,0,43,No Loan
5021339,-50,-10,40,Paid
5021340,-39,0,39,Paid
5021341,-30,0,30,Paid
5021342,-19,0,19,Paid
5021343,-36,0,36,Paid
5021344,-11,0,11,Paid
5021346,-7,0,7,Paid
5021347,-17,0,17,Paid
5021348,-17,0,17,No Loan
5021349,-27,-9,18,No Loan
5021350,-23,0,23,No Loan
5021353,-51,0,51,No Loan
5021354,-2,0,2,Paid
5021355,-19,0,19,No Loan
5021358,-8,0,8,No Loan
5021359,-51,-43,8,Paid
5021360,-37,0,37,No Loan
5021361,-7,0,7,Paid
5021362,-13,0,13,Paid
5021365,-20,0,20,Paid
5021366,-38,0,38,Paid
5021367,-42,0,42,Paid
5021368,-55,0,55,Paid
5021370,-36,-15,21,Paid
5021371,-6,0,6,Paid
5021372,-35,-4,31,Paid
5021373,-35,-20,15,Paid
5021375,-49,-38,11,Paid
5021376,-20,0,20,Paid
5021377,-14,-7,7,Paid
5021378,-10,0,10,Paid
5021379,-3,0,3,Paid
5021380,-4,0,4,Paid
5021381,-52,-45,7,Paid
5021382,-29,0,29,No Loan
5021383,-17,-12,5,Paid
5021384,-39,-25,14,No Loan
5021385,-29,0,29,Paid
5021386,-46,-41,5,Paid
5021387,-51,-21,30,No Loan
5021388,-46,-28,18,No Loan
5021389,-51,-46,5,Paid
5021390,-11,-6,5,Paid
5021391,-4,0,4,No Loan
5021392,-14,0,14,No Loan
5021393,-10,-2,8,No Loan
5021394,-55,-18,37,Paid
5021397,-10,0,10,No Loan
5021398,-47,0,47,No Loan
5021399,-36,-3,33,Paid
5021402,-32,-21,11,No Loan
5021403,-36,0,36,Paid
5021404,-7,0,7,No Loan
5021405,-36,-25,11,No Loan
5021406,-36,-25,11,No Loan
5021410,-53,0,53,No Loan
5021413,-44,0,44,No Loan
5021414,-4,0,4,No Loan
5021415,-18,0,18,No Loan
5021416,-53,0,53,No Loan
5021419,-60,0,60,No Loan
5021420,-44,0,44,No Loan
5021421,-28,0,28,No Loan
5021423,-52,0,52,No Loan
5021425,-16,0,16,No Loan
5021429,-51,-1,50,Paid
5021430,-14,-1,13,Paid
5021431,-22,-9,13,Paid
5021434,-28,0,28,Paid
5021435,-50,0,50,Paid
5021436,-33,-28,5,No Loan
5021437,-11,0,11,Paid
5021438,-18,0,18,Paid
5021439,-40,-35,5,No Loan
5021440,-1,0,1,Paid
5021441,-4,0,4,No Loan
5021442,-33,-31,2,Paid
5021443,-27,-22,5,No Loan
5021444,-23,0,23,No Loan
5021445,-47,0,47,Paid
5021446,-5,0,5,Paid
5021448,-16,0,16,No Loan
5021450,-59,-40,19,No Loan
5021451,-20,0,20,No Loan
5021452,-31,0,31,No Loan
5021453,-31,-10,21,No Loan
5021454,-15,0,15,No Loan
5021455,-8,0,8,Paid
5021456,-7,0,7,Paid
5021457,-10,-1,9,Paid
5021458,-29,0,29,No Loan
5021459,-37,0,37,No Loan
5021460,-17,0,17,No Loan
5021461,-26,0,26,No Loan
5021462,-14,0,14,No Loan
5021463,-20,0,20,No Loan
5021464,-9,0,9,No Loan
5021465,-8,0,8,No Loan
5021466,-7,0,7,Paid
5021467,-4,0,4,Paid
5021468,-3,0,3,Paid
5021471,-8,0,8,No Loan
5021472,-8,0,8,No Loan
5021474,-15,0,15,Paid
5021475,-46,-2,44,No Loan
5021476,-10,0,10,Paid
5021477,-52,-42,10,Paid
5021478,-46,0,46,Paid
5021479,-3,0,3,Paid
5021480,-16,0,16,Paid
5021481,-32,0,32,Paid
5021482,-33,-1,32,No Loan
5021483,-44,0,44,Paid
5021484,-47,-1,46,Paid
5021485,-48,-2,46,Paid
5021486,-10,0,10,Paid
5021487,-14,0,14,Paid
5021488,-18,0,18,Paid
5021489,-16,0,16,Paid
5021490,-3,0,3,Paid
5021491,-19,0,19,Paid
5021493,-9,0,9,Paid
5021494,-35,0,35,Paid
5021496,-22,-16,6,Paid
5021497,-6,0,6,Paid
5021498,-32,-23,9,Paid
5021499,-10,-1,9,Paid
5021500,-24,-1,23,Paid
5021502,-36,-11,25,Paid
5021504,-16,0,16,Paid
5021506,-4,0,4,Paid
5021507,-36,0,36,Paid
5021508,-23,-1,22,No Loan
5021509,-32,-16,16,No Loan
5021510,-22,0,22,Paid
5021513,-39,-9,30,No Loan
5021514,-10,0,10,Paid
5021515,-17,0,17,No Loan
5021516,-15,0,15,No Loan
5021517,-26,-8,18,No Loan
5021518,-26,-8,18,No Loan
5021519,-29,0,29,No Loan
5021520,-52,-29,23,No Loan
5021522,-53,-20,33,Paid
5021525,-32,-8,24,Paid
5021526,-23,0,23,No Loan
5021527,-32,-25,7,No Loan
5021528,-47,-23,24,Paid
5021529,-50,-26,24,Paid
5021530,-53,-18,35,No Loan
5021532,-34,0,34,No Loan
5021533,-8,0,8,Paid
5021534,-16,0,16,Paid
5021535,-32,-3,29,No Loan
5021536,-21,-5,16,Paid
5021537,-17,0,17,No Loan
5021538,-4,0,4,No Loan
5021539,-8,-7,1,Closed
5021540,-51,-42,9,No Loan
5021541,-13,0,13,No Loan
5021542,-22,0,22,Paid
5021543,-34,-25,9,No Loan
5021544,-59,0,59,Paid
5021545,-45,0,45,Paid
5021546,-42,0,42,Paid
5021547,-59,0,59,Paid
5021548,-18,0,18,Paid
5021549,-25,-17,8,Paid
5021550,-23,0,23,Paid
5021551,-7,0,7,Paid
5021552,-36,-12,24,No Loan
5021553,-4,0,4,Paid
5021554,-27,0,27,Paid
5021555,-51,-45,6,Paid
5021558,-5,0,5,No Loan
5021559,-27,-12,15,No Loan
5021560,-27,0,27,No Loan
5021561,-30,0,30,No Loan
5021562,-38,-11,27,No Loan
5021563,-38,-8,30,No Loan
5021564,-5,0,5,Paid
5021565,-14,0,14,No Loan
5021566,-8,0,8,Paid
5021568,-59,-46,13,Paid
5021569,-12,0,12,No Loan
5021570,-24,-11,13,Paid
5021571,-12,0,12,Paid
5021572,-22,-3,19,Paid
5021573,-18,0,18,No Loan
5021574,-22,-1,21,Paid
5021575,-29,-10,19,Paid
5021576,-30,-11,19,Paid
5021577,-33,-14,19,Paid
5021578,-11,0,11,Paid
5021579,-13,0,13,Paid
5021580,-8,0,8,Paid
5021581,-20,-4,16,Paid
5021582,-14,-8,6,No Loan
5021583,-8,0,8,No Loan
5021584,-20,0,20,Paid
5021585,-5,0,5,No Loan
5021586,-18,0,18,No Loan
5021587,-11,0,11,Paid
5021588,-12,-1,11,Paid
5021589,-22,-18,4,No Loan
5021590,-4,0,4,No Loan
5021591,-26,-13,13,Paid
5021594,-7,0,7,No Loan
5021595,-21,0,21,No Loan
5021597,-29,-23,6,Paid
5021600,-31,-25,6,Paid
5021601,-2,0,2,Paid
5021602,-4,0,4,Paid
5021603,-5,0,5,Paid
5021604,-5,0,5,Paid
5021605,-15,-9,6,Paid
5021606,-15,-9,6,Paid
5021607,-43,0,43,Paid
5021608,-48,-42,6,No Loan
5021609,-43,-13,30,No Loan
5021610,-11,0,11,No Loan
5021611,-5,0,5,No Loan
5021612,-5,0,5,Paid
5021613,-39,-27,12,No Loan
5021614,-40,0,40,No Loan
5021616,-24,-4,20,Paid
5021617,-9,0,9,No Loan
5021620,-13,0,13,Paid
5021622,-5,0,5,Paid
5021623,-13,-6,7,Paid
5021624,-45,0,45,Paid
5021627,-54,0,54,No Loan
5021628,-54,0,54,No Loan
5021629,-44,0,44,No Loan
5021630,-51,0,51,No Loan
5021632,-58,-37,21,No Loan
5021633,-29,0,29,Paid
5021634,-24,0,24,Paid
5021637,-58,0,58,Paid
5021639,-23,0,23,No Loan
5021640,-10,0,10,No Loan
5021641,-16,0,16,No Loan
5021642,-19,0,19,Paid
5021643,-17,0,17,Paid
5021644,-10,0,10,No Loan
5021645,-58,-47,11,Paid
5021646,-5,0,5,No Loan
5021647,-42,-31,11,Paid
5021648,-39,-21,18,Paid
5021649,-15,-4,11,Paid
5021650,-11,0,11,No Loan
5021651,-11,0,11,Paid
5021652,-36,-21,15,Paid
5021653,-45,-36,9,Paid
5021654,-4,0,4,No Loan
5021655,-31,-22,9,Paid
5021656,-39,-8,31,No Loan
5021657,-20,-9,11,No Loan
5021658,-14,0,14,No Loan
5021659,-10,-6,4,No Loan
5021660,-10,0,10,No Loan
5021661,-38,-34,4,No Loan
5021662,-59,0,59,Paid
5021663,-27,0,27,Paid
5021664,-27,0,27,Paid
5021665,-27,0,27,Paid
5021668,-51,-6,45,Paid
5021670,-45,-29,16,Paid
5021671,-40,0,40,Paid
5021673,-16,0,16,Paid
5021674,-47,0,47,No Loan
5021675,-45,-29,16,Paid
5021676,-48,0,48,Paid
5021678,-29,0,29,No Loan
5021679,-9,0,9,Paid
5021680,-41,0,41,Paid
5021681,-41,-12,29,No Loan
5021682,-33,0,33,Paid
5021683,-52,0,52,Paid
5021684,-39,0,39,Paid
5021688,-24,0,24,Paid
5021691,-29,0,29,No Loan
5021693,-2,0,2,Paid
5021694,0,0,0,Paid
5021695,-18,0,18,Paid
5021696,-1,0,1,Paid
5021697,-41,-21,20,No Loan
5021698,-29,-9,20,No Loan
5021699,-19,0,19,No Loan
5021700,-17,0,17,No Loan
5021701,-60,-30,30,No Loan
5021702,-44,-3,41,No Loan
5021703,-45,-4,41,No Loan
5021704,-41,0,41,No Loan
5021705,-55,-11,44,No Loan
5021706,-43,-2,41,No Loan
5021707,-40,0,40,No Loan
5021708,-11,0,11,No Loan
5021709,-52,-4,48,No Loan
5021710,-52,-40,12,Paid
5021711,-47,-36,11,No Loan
5021712,-22,-13,9,No Loan
5021713,-8,0,8,No Loan
5021715,-2,0,2,No Loan
5021716,-54,-32,22,No Loan
5021717,-23,0,23,Paid
5021718,-47,-27,20,Paid
5021719,-55,-31,24,Paid
5021720,-25,-13,12,Paid
5021721,-16,0,16,No Loan
5021722,-26,0,26,Paid
5021723,-11,0,11,No Loan
5021724,-19,-7,12,Paid
5021725,-24,0,24,No Loan
5021726,-24,-12,12,Paid
5021727,-23,0,23,No Loan
5021728,-55,-29,26,No Loan
5021730,-39,0,39,No Loan
5021732,-35,0,35,Paid
5021733,-7,0,7,Paid
5021734,-25,-20,5,No Loan
5021735,-8,-3,5,No Loan
5021737,-4,0,4,No Loan
5021738,-7,-2,5,No Loan
5021739,-7,0,7,No Loan
5021740,-29,0,29,Paid
5021741,-34,-29,5,No Loan
5021742,-5,0,5,No Loan
5021744,-22,-19,3,Paid
5021745,-9,-4,5,No Loan
5021746,-26,0,26,No Loan
5021747,-26,-21,5,No Loan
5021748,-33,-28,5,No Loan
5021749,-35,-30,5,No Loan
5021750,-52,-49,3,Paid
5021752,-16,-5,11,Paid
5021753,-8,0,8,Paid
5021754,-10,0,10,Paid
5021756,-31,0,31,No Loan
5021761,-41,-2,39,Paid
5021762,-45,-37,8,Paid
5021763,-8,0,8,No Loan
5021764,-22,-14,8,Paid
5021765,-38,-30,8,Paid
5021766,-33,-17,16,No Loan
5021767,-15,-7,8,Paid
5021768,-10,0,10,Paid
5021769,-11,0,11,Paid
5021772,-39,0,39,Paid
5021774,-39,0,39,No Loan
5021775,-11,0,11,Paid
5021776,-21,0,21,No Loan
5021777,-35,0,35,No Loan
5021778,-3,0,3,No Loan
5021779,-8,0,8,Paid
5021780,-39,0,39,No Loan
5021781,-24,0,24,No Loan
5021782,-28,0,28,No Loan
5021783,-45,0,45,Paid
5021788,-45,0,45,No Loan
5021789,-40,-24,16,Paid
5021790,-15,0,15,Paid
5021791,-29,0,29,Paid
5021792,-17,0,17,No Loan
5021793,-27,-17,10,Paid
5021794,-54,-34,20,Paid
5021795,-4,0,4,No Loan
5021796,-54,0,54,Paid
5021797,-26,0,26,No Loan
5021798,-19,-14,5,No Loan
5021799,-26,0,26,Paid
5021800,-12,0,12,Paid
5021801,-15,-10,5,No Loan
5021802,-28,-1,27,Paid
5021808,-2,0,2,Paid
5021809,-6,0,6,Paid
5021810,-42,0,42,No Loan
5021814,-17,0,17,Paid
5021815,-19,0,19,Paid
5021816,-24,0,24,Paid
5021817,-28,-4,24,Paid
5021818,-32,0,32,No Loan
5021819,-37,0,37,Paid
5021822,-42,0,42,Paid
5021826,-18,0,18,No Loan
5021827,-16,0,16,Paid
5021828,-42,-25,17,No Loan
5021829,-16,0,16,No Loan
5021830,-9,0,9,Paid
5021831,-17,0,17,No Loan
5021832,-18,0,18,No Loan
5021833,-30,-2,28,No Loan
5021834,-28,0,28,No Loan
5021835,-5,0,5,Paid
5021836,-60,-30,30,No Loan
5021837,-20,0,20,Paid
5021838,-58,-10,48,Paid
5021839,-47,0,47,Paid
5021840,-21,0,21,Paid
5021841,-31,0,31,Paid
5021842,-34,0,34,Paid
5021843,-55,-7,48,Paid
5021844,-22,-4,18,Paid
5021845,-9,0,9,Paid
5021846,-17,-6,11,Paid
5021847,-1,0,1,Paid
5021848,-2,0,2,Paid
5021849,-4,0,4,No Loan
5021850,-48,-46,2,Paid
5021851,-39,-37,2,Paid
5021852,0,0,0,Paid
5021853,-38,-26,12,Paid
5021854,-14,0,14,Paid
5021855,-48,0,48,Paid
5021856,-6,-4,2,Paid
5021857,-47,-16,31,Paid
5021858,-43,0,43,No Loan
5021861,-29,0,29,No Loan
5021862,-57,-29,28,Paid
5021863,-51,-24,27,Paid
5021865,-25,0,25,Paid
5021866,-2,0,2,No Loan
5021867,-7,0,7,No Loan
5021868,-19,0,19,No Loan
5021869,-26,0,26,Paid
5021870,-27,0,27,No Loan
5021871,-30,0,30,No Loan
5021872,-45,-15,30,No Loan
5021873,-1,0,1,Paid
5021874,-16,0,16,Paid
5021876,-24,-13,11,No Loan
5021877,-37,-22,15,Paid
5021878,-15,0,15,Paid
5021879,-32,-4,28,Paid
5021880,-51,-2,49,No Loan
5021881,-51,-16,35,No Loan
5021882,-60,-22,38,No Loan
5021883,-15,0,15,No Loan
5021884,-8,0,8,No Loan
5021886,-48,-30,18,Paid
5021887,-15,0,15,No Loan
5021888,-15,0,15,No Loan
5021889,-37,0,37,No Loan
5021890,-15,-6,9,Paid
5021891,-17,0,17,No Loan
5021892,-58,-49,9,Paid
5021895,-55,-7,48,No Loan
5021898,-26,0,26,No Loan
5021899,-47,0,47,No Loan
5021900,-39,0,39,No Loan
5021901,-47,0,47,No Loan
5021902,-25,0,25,No Loan
5021903,-13,0,13,No Loan
5021904,-26,-5,21,Paid
5021905,-23,-19,4,Paid
5021906,-12,0,12,No Loan
5021907,-12,0,12,Paid
5021908,-3,0,3,Paid
5021909,-17,0,17,Paid
5021910,-20,0,20,Paid
5021911,-23,-2,21,Paid
5021912,-23,0,23,No Loan
5021916,-23,-12,11,Paid
5021917,-11,0,11,Paid
5021919,-52,0,52,Paid
5021920,-29,0,29,Paid
5021922,-15,0,15,No Loan
5021923,-40,-23,17,Paid
5021924,-53,-35,18,No Loan
5021926,-7,0,7,Paid
5021928,-16,-12,4,Paid
5021929,-26,0,26,Paid
5021930,-46,-29,17,Paid
5021931,-31,-4,27,No Loan
5021933,-55,0,55,No Loan
5021935,-16,0,16,No Loan
5021936,-25,0,25,No Loan
5021937,-26,0,26,Paid
5021938,-60,-33,27,No Loan
5021939,-59,-32,27,No Loan
5021940,-19,0,19,Paid
5021942,-29,0,29,No Loan
5021943,-31,0,31,Paid
5021944,-16,0,16,No Loan
5021945,-6,0,6,No Loan
5021946,-16,0,16,No Loan
5021947,-34,0,34,No Loan
5021948,-50,-18,32,No Loan
5021949,-54,0,54,No Loan
5021950,-8,0,8,No Loan
5021951,-8,0,8,No Loan
5021954,-36,0,36,Paid
5021955,-39,-27,12,Paid
5021956,-7,0,7,Paid
5021958,0,0,0,Paid
5021959,0,0,0,No Loan
5021960,-10,0,10,Paid
5021961,-55,0,55,No Loan
5021964,-4,0,4,Paid
5021965,-18,0,18,Paid
5021966,-54,-11,43,No Loan
5021967,-42,0,42,No Loan
5021968,-42,-30,12,Paid
5021969,-4,0,4,Paid
5021970,-15,0,15,Paid
5021972,-10,0,10,Paid
5021973,-4,0,4,No Loan
5021974,-9,0,9,Paid
5021975,-10,0,10,Paid
5021976,-16,-11,5,Paid
5021977,-18,-17,1,Paid
5021978,-6,0,6,Paid
5021979,0,0,0,Paid
5021980,-7,0,7,Paid
5021981,-28,0,28,Paid
5021983,-33,-24,9,No Loan
5021984,-43,-10,33,Paid
5021985,-11,-2,9,No Loan
5021986,-33,-20,13,Paid
5021987,-3,0,3,No Loan
5021988,-15,-3,12,Paid
5021989,-11,-2,9,Paid
5021990,-16,0,16,Paid
5021991,-8,-5,3,Paid
5021992,-2,0,2,Paid
5021993,-4,0,4,Paid
5021994,-4,0,4,Paid
5021995,-4,-1,3,No Loan
5021996,-7,0,7,Paid
5021997,-14,0,14,No Loan
5021998,-14,0,14,Paid
5021999,-40,-27,13,Paid
5022000,-8,0,8,No Loan
5022001,-6,0,6,No Loan
5022002,-7,0,7,No Loan
5022003,0,0,0,No Loan
5022004,-24,-10,14,No Loan
5022005,0,0,0,No Loan
5022006,-1,0,1,Closed
5022007,-1,0,1,No Loan
5022008,-2,0,2,No Loan
5022009,-3,0,3,No Loan
5022010,-5,0,5,No Loan
5022011,-5,0,5,No Loan
5022012,-7,0,7,Paid
5022013,-8,0,8,No Loan
5022014,-8,-7,1,Closed
5022015,-26,-10,16,No Loan
5022016,-3,0,3,Paid
5022017,-24,-8,16,No Loan
5022018,-24,-10,14,No Loan
5022019,-14,0,14,No Loan
5022020,-13,-6,7,Closed
5022021,-15,0,15,No Loan
5022022,-10,0,10,No Loan
5022023,-30,-5,25,No Loan
5022024,-22,-6,16,No Loan
5022025,-9,0,9,No Loan
5022026,-21,-20,1,Closed
5022027,-25,0,25,Paid
5022029,-19,0,19,No Loan
5022030,-19,0,19,Paid
5022031,-36,-16,20,No Loan
5022033,-39,0,39,No Loan
5022034,-4,0,4,No Loan
5022038,-24,0,24,Paid
5022039,-50,0,50,Paid
5022040,-9,0,9,Paid
5022041,-23,0,23,Paid
5022042,-31,0,31,Paid
5022044,-44,0,44,Paid
5022046,-34,0,34,No Loan
5022047,-25,0,25,Paid
5022048,-14,0,14,Paid
